Subject,Probe,Station,Url,Path,Pat_Path
NA10847,SRR070823,1,/vol1/ftp/phase3/data/NA10847/sequence_read/SRR070823_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA10847/sequence_read/SRR070823_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA10847
NA10847,SRR070823,1,/vol1/ftp/phase3/data/NA10847/sequence_read/SRR070823_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA10847/sequence_read/SRR070823_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA10847
NA10851,SRR766044,1,/vol1/ftp/phase3/data/NA10851/sequence_read/SRR766044_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA10851/sequence_read/SRR766044_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA10851
NA10851,SRR766044,1,/vol1/ftp/phase3/data/NA10851/sequence_read/SRR766044_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA10851/sequence_read/SRR766044_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA10851
NA11829,SRR710128,1,/vol1/ftp/phase3/data/NA11829/sequence_read/SRR710128_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11829/sequence_read/SRR710128_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11829
NA11829,SRR710128,1,/vol1/ftp/phase3/data/NA11829/sequence_read/SRR710128_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11829/sequence_read/SRR710128_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11829
NA11831,SRR709975,1,/vol1/ftp/phase3/data/NA11831/sequence_read/SRR709975_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11831/sequence_read/SRR709975_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11831
NA11831,SRR709975,1,/vol1/ftp/phase3/data/NA11831/sequence_read/SRR709975_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11831/sequence_read/SRR709975_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11831
NA11832,SRR766003,1,/vol1/ftp/phase3/data/NA11832/sequence_read/SRR766003_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11832/sequence_read/SRR766003_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11832
NA11832,SRR766003,1,/vol1/ftp/phase3/data/NA11832/sequence_read/SRR766003_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11832/sequence_read/SRR766003_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11832
NA11840,SRR070532,1,/vol1/ftp/phase3/data/NA11840/sequence_read/SRR070532_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11840/sequence_read/SRR070532_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11840
NA11840,SRR070532,1,/vol1/ftp/phase3/data/NA11840/sequence_read/SRR070532_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11840/sequence_read/SRR070532_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11840
NA11840,SRR070809,1,/vol1/ftp/phase3/data/NA11840/sequence_read/SRR070809_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11840/sequence_read/SRR070809_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11840
NA11840,SRR070809,1,/vol1/ftp/phase3/data/NA11840/sequence_read/SRR070809_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11840/sequence_read/SRR070809_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11840
NA11881,SRR766021,1,/vol1/ftp/phase3/data/NA11881/sequence_read/SRR766021_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11881/sequence_read/SRR766021_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11881
NA11881,SRR766021,1,/vol1/ftp/phase3/data/NA11881/sequence_read/SRR766021_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11881/sequence_read/SRR766021_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11881
NA11992,SRR701474,1,/vol1/ftp/phase3/data/NA11992/sequence_read/SRR701474_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11992/sequence_read/SRR701474_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11992
NA11992,SRR701474,1,/vol1/ftp/phase3/data/NA11992/sequence_read/SRR701474_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11992/sequence_read/SRR701474_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11992
NA11994,SRR701475,1,/vol1/ftp/phase3/data/NA11994/sequence_read/SRR701475_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11994/sequence_read/SRR701475_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11994
NA11994,SRR701475,1,/vol1/ftp/phase3/data/NA11994/sequence_read/SRR701475_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11994/sequence_read/SRR701475_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11994
NA11995,SRR766010,1,/vol1/ftp/phase3/data/NA11995/sequence_read/SRR766010_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11995/sequence_read/SRR766010_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11995
NA11995,SRR766010,1,/vol1/ftp/phase3/data/NA11995/sequence_read/SRR766010_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11995/sequence_read/SRR766010_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA11995
NA12003,SRR766061,1,/vol1/ftp/phase3/data/NA12003/sequence_read/SRR766061_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12003/sequence_read/SRR766061_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12003
NA12003,SRR766061,1,/vol1/ftp/phase3/data/NA12003/sequence_read/SRR766061_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12003/sequence_read/SRR766061_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12003
NA12004,SRR766059,1,/vol1/ftp/phase3/data/NA12004/sequence_read/SRR766059_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12004/sequence_read/SRR766059_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12004
NA12004,SRR766059,1,/vol1/ftp/phase3/data/NA12004/sequence_read/SRR766059_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12004/sequence_read/SRR766059_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12004
NA12005,SRR718067,1,/vol1/ftp/phase3/data/NA12005/sequence_read/SRR718067_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12005/sequence_read/SRR718067_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12005
NA12005,SRR718067,1,/vol1/ftp/phase3/data/NA12005/sequence_read/SRR718067_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12005/sequence_read/SRR718067_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12005
NA12006,SRR716422,1,/vol1/ftp/phase3/data/NA12006/sequence_read/SRR716422_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12006/sequence_read/SRR716422_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12006
NA12006,SRR716422,1,/vol1/ftp/phase3/data/NA12006/sequence_read/SRR716422_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12006/sequence_read/SRR716422_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12006
NA12043,SRR716423,1,/vol1/ftp/phase3/data/NA12043/sequence_read/SRR716423_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12043/sequence_read/SRR716423_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12043
NA12043,SRR716423,1,/vol1/ftp/phase3/data/NA12043/sequence_read/SRR716423_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12043/sequence_read/SRR716423_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12043
NA12043,SRR716424,1,/vol1/ftp/phase3/data/NA12043/sequence_read/SRR716424_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12043/sequence_read/SRR716424_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12043
NA12043,SRR716424,1,/vol1/ftp/phase3/data/NA12043/sequence_read/SRR716424_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12043/sequence_read/SRR716424_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12043
NA12044,SRR766060,1,/vol1/ftp/phase3/data/NA12044/sequence_read/SRR766060_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12044/sequence_read/SRR766060_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12044
NA12044,SRR766060,1,/vol1/ftp/phase3/data/NA12044/sequence_read/SRR766060_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12044/sequence_read/SRR766060_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12044
NA12144,SRR766058,1,/vol1/ftp/phase3/data/NA12144/sequence_read/SRR766058_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12144/sequence_read/SRR766058_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12144
NA12144,SRR766058,1,/vol1/ftp/phase3/data/NA12144/sequence_read/SRR766058_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12144/sequence_read/SRR766058_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12144
NA12154,SRR702067,1,/vol1/ftp/phase3/data/NA12154/sequence_read/SRR702067_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12154/sequence_read/SRR702067_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12154
NA12154,SRR702067,1,/vol1/ftp/phase3/data/NA12154/sequence_read/SRR702067_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12154/sequence_read/SRR702067_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12154
NA12155,SRR702068,1,/vol1/ftp/phase3/data/NA12155/sequence_read/SRR702068_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12155/sequence_read/SRR702068_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12155
NA12155,SRR702068,1,/vol1/ftp/phase3/data/NA12155/sequence_read/SRR702068_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12155/sequence_read/SRR702068_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12155
NA12156,SRR764691,1,/vol1/ftp/phase3/data/NA12156/sequence_read/SRR764691_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12156/sequence_read/SRR764691_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12156
NA12156,SRR764691,1,/vol1/ftp/phase3/data/NA12156/sequence_read/SRR764691_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12156/sequence_read/SRR764691_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12156
NA12234,SRR716435,1,/vol1/ftp/phase3/data/NA12234/sequence_read/SRR716435_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12234/sequence_read/SRR716435_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12234
NA12234,SRR716435,1,/vol1/ftp/phase3/data/NA12234/sequence_read/SRR716435_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12234/sequence_read/SRR716435_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12234
NA12249,SRR070798,1,/vol1/ftp/phase3/data/NA12249/sequence_read/SRR070798_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12249/sequence_read/SRR070798_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12249
NA12249,SRR070798,1,/vol1/ftp/phase3/data/NA12249/sequence_read/SRR070798_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12249/sequence_read/SRR070798_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12249
NA12716,SRR081269,1,/vol1/ftp/phase3/data/NA12716/sequence_read/SRR081269_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12716/sequence_read/SRR081269_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12716
NA12716,SRR081269,1,/vol1/ftp/phase3/data/NA12716/sequence_read/SRR081269_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12716/sequence_read/SRR081269_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12716
NA12717,SRR071172,1,/vol1/ftp/phase3/data/NA12717/sequence_read/SRR071172_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12717/sequence_read/SRR071172_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12717
NA12717,SRR071172,1,/vol1/ftp/phase3/data/NA12717/sequence_read/SRR071172_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12717/sequence_read/SRR071172_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12717
NA12750,SRR081238,1,/vol1/ftp/phase3/data/NA12750/sequence_read/SRR081238_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750/sequence_read/SRR081238_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750
NA12750,SRR081238,1,/vol1/ftp/phase3/data/NA12750/sequence_read/SRR081238_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750/sequence_read/SRR081238_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750
NA12750,SRR794547,1,/vol1/ftp/phase3/data/NA12750/sequence_read/SRR794547_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750/sequence_read/SRR794547_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750
NA12750,SRR794547,1,/vol1/ftp/phase3/data/NA12750/sequence_read/SRR794547_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750/sequence_read/SRR794547_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750
NA12750,SRR794550,1,/vol1/ftp/phase3/data/NA12750/sequence_read/SRR794550_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750/sequence_read/SRR794550_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750
NA12750,SRR794550,1,/vol1/ftp/phase3/data/NA12750/sequence_read/SRR794550_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750/sequence_read/SRR794550_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12750
NA12751,SRR071136,1,/vol1/ftp/phase3/data/NA12751/sequence_read/SRR071136_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12751/sequence_read/SRR071136_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12751
NA12751,SRR071136,1,/vol1/ftp/phase3/data/NA12751/sequence_read/SRR071136_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12751/sequence_read/SRR071136_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12751
NA12751,SRR071139,1,/vol1/ftp/phase3/data/NA12751/sequence_read/SRR071139_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12751/sequence_read/SRR071139_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12751
NA12751,SRR071139,1,/vol1/ftp/phase3/data/NA12751/sequence_read/SRR071139_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12751/sequence_read/SRR071139_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12751
NA12760,SRR081223,1,/vol1/ftp/phase3/data/NA12760/sequence_read/SRR081223_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12760/sequence_read/SRR081223_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12760
NA12760,SRR081223,1,/vol1/ftp/phase3/data/NA12760/sequence_read/SRR081223_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12760/sequence_read/SRR081223_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12760
NA12760,SRR081251,1,/vol1/ftp/phase3/data/NA12760/sequence_read/SRR081251_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12760/sequence_read/SRR081251_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12760
NA12760,SRR081251,1,/vol1/ftp/phase3/data/NA12760/sequence_read/SRR081251_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12760/sequence_read/SRR081251_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12760
NA12761,SRR077753,1,/vol1/ftp/phase3/data/NA12761/sequence_read/SRR077753_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12761/sequence_read/SRR077753_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12761
NA12761,SRR077753,1,/vol1/ftp/phase3/data/NA12761/sequence_read/SRR077753_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12761/sequence_read/SRR077753_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12761
NA12761,SRR081267,1,/vol1/ftp/phase3/data/NA12761/sequence_read/SRR081267_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12761/sequence_read/SRR081267_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12761
NA12761,SRR081267,1,/vol1/ftp/phase3/data/NA12761/sequence_read/SRR081267_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12761/sequence_read/SRR081267_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12761
NA12762,SRR718076,1,/vol1/ftp/phase3/data/NA12762/sequence_read/SRR718076_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12762/sequence_read/SRR718076_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12762
NA12762,SRR718076,1,/vol1/ftp/phase3/data/NA12762/sequence_read/SRR718076_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12762/sequence_read/SRR718076_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12762
NA12763,SRR077752,1,/vol1/ftp/phase3/data/NA12763/sequence_read/SRR077752_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12763/sequence_read/SRR077752_1.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12763
NA12763,SRR077752,1,/vol1/ftp/phase3/data/NA12763/sequence_read/SRR077752_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12763/sequence_read/SRR077752_2.filt.fastq.gz,/mnt/vdb/showcases/nf-core/data_preperation/data/station_1/NA12763
